Date;Return_incD;Return_excD
19600825;-0.004432;-0.004432
19600826;-0.003087;-0.003193
19600829;-0.002389;-0.002627
19600830;-0.010319;-0.010577
19600831;0.002455;0.002199
19600901;0.002065;0.002047
19600902;-0.001549;-0.001706
19600906;-0.008308;-0.009289
19600907;-0.01239;-0.012463
19600908;-0.000378;-0.000385
19600909;0.006619;0.006577
19600912;-0.00616;-0.006286
19600913;0.001475;0.00112
19600914;-0.007219;-0.007259
19600915;-0.003846;-0.003856
19600916;-0.001828;-0.001828
19600919;-0.02325;-0.023327
19600920;0.003111;0.00305
19600921;0.01057;0.010561
19600922;-0.003903;-0.003903
19600923;-0.009304;-0.009304
19600926;-0.014492;-0.014523
19600927;-0.002638;-0.002763
19600928;-0.008579;-0.008592
19600929;0.002765;0.00276
19600930;0.017468;0.017351
19601003;-0.002863;-0.002863
19601004;-0.007148;-0.007211
19601005;0.007543;0.007484
19601006;0.00631;0.006286
19601007;0.005779;0.00567
19601010;0.001644;0.001555
19601011;0.001644;0.001616
19601012;-0.001382;-0.001382
19601013;0.008758;0.008747
19601014;0.005233;0.005221
19601017;-0.003928;-0.00403
19601018;-0.005181;-0.00531
19601019;-0.00194;-0.00195
19601020;-0.007622;-0.007622
19601021;-0.009323;-0.009323
19601024;-0.011872;-0.012067
19601025;-0.007724;-0.007816
19601026;0.014847;0.014708
19601027;0.010963;0.01073
19601028;-0.004282;-0.004315
19601031;-0.000321;-0.000325
19601101;0.010458;0.009743
19601102;0.005391;0.005192
19601103;0.004128;0.004089
19601104;0.009169;0.008536
19601107;0.004688;0.003916
19601109;0.004705;0.004401
19601110;0.014157;0.014137
19601111;-0.0051;-0.0051
19601114;-0.004304;-0.004948
19601115;0.004433;0.004201
19601116;-0.00191;-0.002041
19601117;-0.002722;-0.002807
19601118;0.005193;0.005186
19601121;0.002284;0.001902
19601122;-0.003818;-0.003947
19601123;0.002047;0.001617
19601125;0.006931;0.006774
19601128;-0.001843;-0.002346
19601129;-0.003127;-0.003473
19601130;-0.005328;-0.005505
19601201;-0.004016;-0.004035
19601202;0.001536;0.00153
19601205;-0.001927;-0.002109
19601206;0.004645;0.003513
19601207;0.009819;0.009705
19601208;0.002584;0.002524
19601209;0.009125;0.009111
19601212;0.003774;0.003698
19601213;0.000907;0.000606
19601214;-0.000862;-0.000893
19601215;-0.002537;-0.002546
19601216;0.009425;0.009381
19601219;-0.001239;-0.001276
19601220;-0.000725;-0.000786
19601221;0.008142;0.008102
19601222;-0.002849;-0.002849
19601223;0.000655;0.000631
19601227;0.001351;0.001333
19601228;0.004479;0.004467
19601229;0.004825;0.004824
19601230;0.00083;0.000772
19610103;-0.009169;-0.009221
19610104;0.013855;0.013855
19610105;0.003524;0.00346
19610106;-0.001323;-0.001323
19610109;0.006;0.006
19610110;0.00266;0.002608
19610111;0.00293;0.002864
19610112;0.003062;0.003005
19610113;0.004772;0.004761
19610116;-0.000343;-0.000352
19610117;-0.003882;-0.004044
19610118;0.006123;0.006073
19610119;0.001395;0.001395
19610120;0.003341;0.003341
19610123;0.005361;0.005361
19610124;0.002759;0.002637
19610125;0.001015;0.000965
19610126;0.001326;0.0013
19610127;0.010045;0.009978
19610130;0.012315;0.012315
19610131;-0.003108;-0.003422
19610201;0.002616;0.002218
19610202;0.006409;0.006398
19610203;-0.001556;-0.001564
19610206;-0.006817;-0.006949
19610207;-0.000754;-0.001914
19610208;0.009322;0.009287
19610209;-0.002649;-0.002875
19610210;-0.007872;-0.008417
19610213;-0.005973;-0.005973
19610214;0.005426;0.005268
19610215;0.007866;0.007745
19610216;0.006497;0.006376
19610217;-0.002837;-0.002842
19610220;0.003829;0.003569
19610221;0.000453;0.000328
19610223;0.00425;0.003884
19610224;0.004308;0.004007
19610227;0.007874;0.007832
19610228;0.002276;0.002092
19610301;0.00057;0.000304
19610302;0.00662;0.006585
19610303;0.00146;0.00134
19610306;0.001406;0.001383
19610307;-0.008199;-0.009128
19610308;0.000258;0.00015
19610309;0.000617;0.000594
19610310;0.001339;0.001222
19610313;0.002853;0.002851
19610314;-0.004359;-0.004614
19610315;0.003235;0.003202
19610316;0.010038;0.009992
19610317;0.005997;0.005962
19610320;0.004278;0.004235
19610321;-0.001748;-0.001769
19610322;-0.000742;-0.000742
19610323;-0.002381;-0.002382
19610324;-0.001618;-0.001618
19610327;-0.00145;-0.001553
19610328;0.000504;0.000486
19610329;0.008382;0.008351
19610330;0.002355;0.002289
19610403;0.007947;0.007937
19610404;0.000699;0.000661
19610405;-0.002974;-0.003041
19610406;0.002446;0.002446
19610407;0.005429;0.005429
19610410;0.008635;0.008617
19610411;0.000961;0.000911
19610412;-0.004667;-0.004684
19610413;-0.000388;-0.000391
19610414;0.001714;0.001689
19610417;0.00487;0.00478
19610418;-0.007516;-0.007619
19610419;-0.005293;-0.005296
19610420;-0.000285;-0.000285
19610421;-0.000385;-0.000409
19610424;-0.021324;-0.021325
19610425;0.014773;0.014685
19610426;0.003892;0.0038
19610427;-0.001037;-0.001096
19610428;-0.002409;-0.002409
19610501;-0.002061;-0.00207
19610502;0.007998;0.007374
19610503;0.008036;0.007775
19610504;0.004078;0.004049
19610505;0.001187;0.000965
19610508;-0.000825;-0.001407
19610509;0.001011;0.00081
19610510;-0.000387;-0.001002
19610511;0.000018;0.000001
19610512;0.000931;0.000901
19610515;0.005381;0.00534
19610516;0.004249;0.004124
19610517;0.004726;0.004287
19610518;-0.005472;-0.005721
19610519;0.004372;0.00429
19610522;-0.006676;-0.006736
19610523;-0.001872;-0.002125
19610524;-0.005809;-0.005927
19610525;-0.003882;-0.004122
19610526;0.006857;0.006662
19610531;0.001594;0.001424
19610601;0.000496;0.000456
19610602;0.002333;0.00226
19610605;0.005398;0.005264
19610606;-0.002067;-0.00301
19610607;-0.003815;-0.00386
19610608;0.000836;0.000773
19610609;0.000013;-0.000057
19610612;-0.007128;-0.007226
19610613;-0.005482;-0.005706
19610614;0.002497;0.00244
19610615;-0.0042;-0.004229
19610616;-0.007708;-0.007708
19610619;-0.009084;-0.009161
19610620;0.008859;0.008788
19610621;-0.000083;-0.000083
19610622;-0.003715;-0.003715
19610623;0.004049;0.004049
19610626;-0.011053;-0.011055
19610627;0.000422;0.000366
19610628;0.001833;0.001826
19610629;-0.001255;-0.001316
19610630;0.002128;0.002128
19610703;0.008963;0.008893
19610705;0.006228;0.006163
19610706;0.002663;0.002663
19610707;-0.000661;-0.000677
19610710;-0.000746;-0.000764
19610711;-0.000533;-0.000568
19610712;-0.005676;-0.005716
19610713;-0.006775;-0.006775
19610714;0.00649;0.006481
19610717;-0.007892;-0.007986
19610718;-0.005594;-0.005704
19610719;0.004664;0.004664
19610720;0.000316;0.000282
19610721;0.002483;0.002482
19610724;-0.000041;-0.000041
19610725;0.006048;0.005971
19610726;0.00919;0.009164
19610727;0.011666;0.011604
19610728;0.00156;0.001545
19610731;0.001138;0.001138
19610801;0.009346;0.008839
19610802;-0.006545;-0.006804
19610803;0.005377;0.005372
19610804;0.006214;0.006178
19610807;0.000853;0.000501
19610808;0.002321;0.002113
19610809;-0.000205;-0.001113
19610810;0.003451;0.003205
19610811;0.001766;0.001737
19610814;-0.005546;-0.005589
19610815;-0.002359;-0.002518
19610816;0.003207;0.00294
19610817;0.005304;0.005219
19610818;0.002733;0.002719
19610821;0.001992;0.001943
19610822;0.000307;0.000047
19610823;-0.006278;-0.006602
19610824;-0.005486;-0.00554
19610825;0.001072;0.001037
19610828;0.00042;0.000332
19610829;-0.001219;-0.002295
19610830;0.004072;0.003945
19610831;0.00384;0.003821
19610901;0.001963;0.001956
19610905;-0.003227;-0.003533
19610906;0.007518;0.007427
19610907;-0.001671;-0.0017
19610908;-0.006723;-0.006749
19610911;-0.008568;-0.008611
19610912;0.010355;0.010153
19610913;0.000687;0.000653
19610914;-0.007555;-0.007578
19610915;0.001174;0.001164
19610918;-0.006176;-0.006187
19610919;-0.007639;-0.007904
19610920;0.005144;0.005144
19610921;0.000204;0.000204
19610922;-0.004137;-0.004137
19610925;-0.01407;-0.014096
19610926;-0.000013;-0.000118
19610927;0.010789;0.010782
19610928;0.00149;0.001481
19610929;0.002166;0.002151
19611002;0.000415;0.000364
19611003;-0.000489;-0.000557
19611004;0.007073;0.007068
19611005;0.008703;0.00865
19611006;0.002901;0.002901
19611009;-0.000157;-0.000301
19611010;0.002585;0.002546
19611011;-0.000193;-0.000201
19611012;-0.00034;-0.00034
19611013;-0.001507;-0.001515
19611016;-0.002631;-0.002811
19611017;0.000856;0.000657
19611018;0.004664;0.004664
19611019;0.00322;0.003212
19611020;0.000561;0.000561
19611023;-0.006216;-0.006216
19611024;-0.001071;-0.001147
19611025;0.005242;0.00524
19611026;0.001977;0.001954
19611027;-0.001704;-0.001867
19611030;0.001296;0.001296
19611031;0.003116;0.002781
19611101;0.002253;0.001822
19611102;0.005269;0.005257
19611103;0.005322;0.005217
19611106;0.008365;0.00779
19611108;0.012536;0.012033
19611109;-0.000255;-0.001213
19611110;0.004334;0.004145
19611113;0.002988;0.002954
19611114;0.005786;0.005626
19611115;-0.000002;-0.000089
19611116;-0.000525;-0.000611
19611117;0.000037;-0.000037
19611120;0.00179;0.001549
19611121;0.000952;0.000891
19611122;-0.000788;-0.001324
19611124;0.001659;0.001659
19611127;-0.000078;-0.000172
19611128;0.000119;-0.001372
19611129;-0.000452;-0.000539
19611130;-0.005226;-0.005237
19611201;0.0062;0.006187
19611204;0.002903;0.002898
19611205;-0.000659;-0.000954
19611206;0.001035;0.000865
19611207;-0.003912;-0.003973
19611208;0.005091;0.005089
19611211;0.004577;0.004555
19611212;0.003719;0.003538
19611213;-0.001361;-0.001419
19611214;-0.007196;-0.00722
19611215;0.000303;0.000277
19611218;-0.003654;-0.003688
19611219;-0.006522;-0.00668
19611220;-0.002271;-0.002272
19611221;-0.003219;-0.003219
19611222;0.001033;0.000989
19611226;0.001115;0.001083
19611227;0.008948;0.008902
19611228;0.000836;0.00081
19611229;-0.001875;-0.001897
19620102;-0.008923;-0.008998
19620103;0.002765;0.002765
19620104;-0.007321;-0.007335
19620105;-0.013427;-0.013453
19620108;-0.007466;-0.007466
19620109;0.000015;0.00001
19620110;-0.002541;-0.002621
19620111;0.006046;0.005997
19620112;0.003271;0.00324
19620115;-0.002335;-0.002335
19620116;-0.005621;-0.005823
19620117;-0.010799;-0.010799
19620118;0.000887;0.000879
19620119;0.005678;0.005647
19620122;0.000195;0.000195
19620123;-0.007218;-0.007279
19620124;0.00235;0.002347
19620125;-0.001305;-0.00137
19620126;-0.003297;-0.003322
19620129;-0.002907;-0.002952
19620130;0.003983;0.003685
19620131;0.010198;0.009833
19620201;0.006259;0.006258
19620202;0.007751;0.007697
19620205;0.001271;0.001188
19620206;0.001876;0.00118
19620207;0.007493;0.006602
19620208;0.001981;0.001921
19620209;-0.00118;-0.001366
19620212;-0.000275;-0.000275
19620213;0.00017;-0.000009
19620214;-0.0004;-0.000481
19620215;0.004527;0.004413
19620216;-0.002106;-0.002153
19620219;-0.002074;-0.002309
19620220;0.003957;0.003869
19620221;-0.004681;-0.004964
19620223;-0.002095;-0.002177
19620226;-0.005138;-0.00603
19620227;0.001955;0.001751
19620228;0.001296;0.001104
19620301;0.003534;0.003514
19620302;-0.000602;-0.000605
19620305;-0.002055;-0.002186
19620306;-0.002981;-0.003207
19620307;-0.000884;-0.00107
19620308;0.007287;0.007266
19620309;0.003121;0.003087
19620312;0.000073;-0.00004
19620313;0.003146;0.002918
19620314;0.00436;0.004331
19620315;0.001784;0.001733
19620316;-0.00101;-0.001011
19620319;-0.001596;-0.001648
19620320;-0.002631;-0.002699
19620321;-0.002114;-0.002119
19620322;-0.001598;-0.001598
19620323;0.000969;0.000969
19620326;-0.007958;-0.007983
19620327;-0.002584;-0.002646
19620328;0.005059;0.005039
19620329;-0.000443;-0.000448
19620330;-0.006516;-0.00653
19620402;-0.002685;-0.002736
19620403;-0.008013;-0.008068
19620404;-0.005005;-0.005028
19620405;0.006332;0.00629
19620406;-0.001156;-0.001156
19620409;-0.007682;-0.007682
19620410;0.00369;0.003637
19620411;-0.002332;-0.002375
19620412;-0.010107;-0.010107
19620413;0.002103;0.002094
19620416;-0.003937;-0.004151
19620417;0.005283;0.005231
19620418;0.005325;0.005325
19620419;0.004529;0.004529
19620423;-0.000766;-0.000766
19620424;-0.001109;-0.00117
19620425;-0.011371;-0.011397
19620426;-0.009104;-0.009173
19620427;-0.011275;-0.01129
19620430;-0.016112;-0.016112
19620501;0.008282;0.007755
19620502;0.004474;0.003972
19620503;0.008608;0.008602
19620504;-0.004461;-0.004479
19620507;-0.002924;-0.003255
19620508;-0.012327;-0.012837
19620509;-0.013139;-0.014113
19620510;-0.010438;-0.01066
19620511;-0.014187;-0.014202
19620514;0.00782;0.007758
19620515;0.017899;0.017791
19620516;0.000167;0.000033
19620517;-0.005959;-0.006111
19620518;-0.000976;-0.001014
19620521;-0.003762;-0.003775
19620522;-0.019641;-0.019956
19620523;-0.019369;-0.019672
19620524;-0.008502;-0.008604
19620525;-0.017822;-0.017907
19620528;-0.0697;-0.070914
19620529;0.053345;0.053188
19620531;0.024277;0.024248
19620601;-0.003699;-0.003726
19620604;-0.035726;-0.035759
19620605;0.006194;0.005786
19620606;0.013899;0.013751
19620607;0.000193;0.00017
19620608;0.000612;0.000612
19620611;-0.010836;-0.010903
19620612;-0.025634;-0.026069
19620613;-0.014977;-0.015016
19620614;-0.020467;-0.020491
19620615;0.030419;0.030391
19620618;-0.004851;-0.004864
19620619;-0.002703;-0.002874
19620620;-0.014106;-0.014112
19620621;-0.021831;-0.021831
19620622;-0.016833;-0.016833
19620625;-0.002599;-0.002599
19620626;-0.004079;-0.004216
19620627;0.005975;0.005968
19620628;0.03464;0.034634
19620629;0.005306;0.00524
19620702;0.020984;0.020921
19620703;0.011155;0.011129
19620705;0.005484;0.005413
19620706;-0.011316;-0.011354
19620709;0.007058;0.007058
19620710;0.01117;0.011113
19620711;0.009958;0.009909
19620712;0.004283;0.004279
19620713;-0.003042;-0.003042
19620716;0.000118;0.000118
19620717;-0.018076;-0.018287
19620718;-0.009971;-0.009984
19620719;0.003456;0.003456
19620720;0.007524;0.007481
19620723;-0.00066;-0.00066
19620724;-0.008027;-0.008115
19620725;0.002754;0.002752
19620726;0.005097;0.005066
19620727;0.007958;0.007878
19620730;0.011118;0.010998
19620731;0.007114;0.006812
19620801;-0.007964;-0.008384
19620802;0.003976;0.003943
19620803;0.002416;0.002414
19620806;-0.006425;-0.006506
19620807;-0.006014;-0.007011
19620808;0.003606;0.003062
19620809;-0.001037;-0.001053
19620810;0.001933;0.001694
19620813;0.002001;0.001394
19620814;0.011018;0.010841
19620815;0.006993;0.006904
19620816;-0.00017;-0.00025
19620817;0.006801;0.006704
19620820;0.006051;0.006028
19620821;-0.003888;-0.004205
19620822;0.011802;0.011426
19620823;-0.001417;-0.00142
19620824;-0.002137;-0.002189
19620827;-0.000562;-0.000611
19620828;-0.011312;-0.012601
19620829;-0.001889;-0.002205
19620830;0.000039;0
19620831;0.008127;0.008123
19620904;-0.009827;-0.010092
19620905;-0.006761;-0.006995
19620906;0.004063;0.004049
19620907;0.00023;0.00019
19620910;0.001392;0.001384
19620911;0.002595;0.002316
19620912;0.004301;0.004235
19620913;-0.002587;-0.002597
19620914;0.00342;0.003408
19620917;0.002859;0.00284
19620918;-0.000599;-0.000851
19620919;-0.001295;-0.001372
19620920;-0.006953;-0.006958
19620921;-0.014338;-0.014344
19620924;-0.018502;-0.018533
19620925;0.005795;0.005664
19620926;-0.014475;-0.014482
19620927;-0.006449;-0.006449
19620928;0.007558;0.007558
19621001;-0.012439;-0.012441
19621002;0.011401;0.011272
19621003;0.001416;0.001409
19621004;0.009017;0.008991
19621005;0.006453;0.00637
19621008;-0.000616;-0.000812
19621009;0.003268;0.003175
19621010;0.000175;0.000164
19621011;-0.00281;-0.00281
19621012;-0.001704;-0.001704
19621015;0.005818;0.005732
19621016;-0.002738;-0.002983
19621017;-0.003606;-0.00361
19621018;-0.009556;-0.009556
19621019;-0.013468;-0.013478
19621022;-0.011155;-0.011155
19621023;-0.026639;-0.026718
19621024;0.032535;0.032531
19621025;-0.009546;-0.009547
19621026;-0.002408;-0.002603
19621029;0.021604;0.021363
19621030;0.014955;0.014798
19621031;0.000121;-0.000211
19621101;0.010687;0.010533
19621102;0.011176;0.011132
19621105;0.010602;0.009741
19621107;0.007477;0.006686
19621108;-0.006682;-0.006727
19621109;0.009952;0.007944
19621112;0.013619;0.013619
19621113;-0.002152;-0.002276
19621114;0.011667;0.011577
19621115;-0.002695;-0.002809
19621116;0.003351;0.003237
19621119;-0.005482;-0.005817
19621120;0.010378;0.010241
19621121;0.006707;0.006184
19621123;0.01186;0.011776
19621126;-0.002891;-0.002974
19621127;0.007209;0.005859
19621128;0.007081;0.006625
19621129;0.004338;0.0043
19621130;-0.002423;-0.002437
19621203;-0.004045;-0.004057
19621204;0.011009;0.010758
19621205;0.004237;0.003976
19621206;0.000662;0.000642
19621207;0.002404;0.00237
19621210;-0.01239;-0.012405
19621211;0.00077;0.000543
19621212;0.005143;0.005074
19621213;-0.003608;-0.003617
19621214;0.002485;0.002471
19621217;-0.003242;-0.003267
19621218;-0.004493;-0.004753
19621219;0.008613;0.008592
19621220;0.003312;0.003263
19621221;-0.002217;-0.002229
19621224;-0.000351;-0.000363
19621226;0.006151;0.006068
19621227;-0.001696;-0.001708
19621228;0.000752;0.000724
19621231;0.002153;0.002076
19630102;-0.006574;-0.006587
19630103;0.016624;0.016619
19630104;0.006071;0.006001
19630107;0.00023;0.000182
19630108;0.009474;0.009448
19630109;-0.002093;-0.002146
19630110;0.001918;0.001846
19630111;0.002187;0.002173
19630114;0.005506;0.005502
19630115;-0.000788;-0.001011
19630116;-0.007057;-0.007063
19630117;0.007165;0.007097
19630118;0.00054;0.000532
19630121;0.001636;0.001636
19630122;0.002339;0.002274
19630123;0.002662;0.00266
19630124;0.002005;0.002005
19630125;0.002556;0.002467
19630128;0.005108;0.005078
19630129;0.000295;0.000092
19630130;-0.005668;-0.005805
19630131;0.00533;0.005105
19630201;0.001523;0.001498
19630204;-0.001903;-0.002036
19630205;-0.000156;-0.000938
19630206;0.005172;0.004451
19630207;-0.003355;-0.003364
19630208;0.000561;0.000034
19630211;-0.005747;-0.006108
19630212;0.000996;0.000996
19630213;0.004977;0.004831
19630214;0.003194;0.003147
19630215;0.001178;0.001058
19630218;0.00184;0.001582
19630219;-0.004749;-0.004841
19630220;-0.005532;-0.00581
19630221;0.001386;0.001369
19630225;-0.006894;-0.006978
19630226;0.001184;0.000043
19630227;-0.006875;-0.007089
19630228;-0.011196;-0.011233
19630301;-0.002884;-0.002889
19630304;0.009736;0.009727
19630305;0.000372;0.000166
19630306;0.002051;0.001759
19630307;0.006316;0.00627
19630308;0.001034;0.001011
19630311;0.002851;0.002783
19630312;0.002676;0.002378
19630313;0.003666;0.003596
19630314;-0.004517;-0.004535
19630315;0.004219;0.004149
19630318;-0.00407;-0.00407
19630319;-0.002093;-0.002238
19630320;0.007173;0.007166
19630321;-0.001406;-0.001406
19630322;0.004845;0.004845
19630325;0.00055;0.00052
19630326;0.002769;0.002698
19630327;0.00419;0.004175
19630328;-0.001375;-0.001406
19630329;-0.000036;-0.000036
19630401;0.004244;0.004244
19630402;-0.000252;-0.000336
19630403;0.007773;0.007765
19630404;0.007504;0.007477
19630405;0.006397;0.006327
19630408;0.003535;0.003532
19630409;-0.001051;-0.001141
19630410;-0.002613;-0.002617
19630411;0.006812;0.006803
19630415;0.004552;0.004552
19630416;0.001182;0.000952
19630417;-0.003041;-0.003044
19630418;-0.00049;-0.00049
19630419;0.004826;0.004826
19630422;0.001039;0.001029
19630423;0.003616;0.003554
19630424;0.002651;0.002651
19630425;0.00071;0.000682
19630426;-0.001018;-0.00107
19630429;-0.000554;-0.000639
19630430;0.002277;0.002178
19630501;0.00282;0.002486
19630502;0.002719;0.002694
19630503;-0.001747;-0.001883
19630506;-0.006773;-0.006933
19630507;-0.000199;-0.001213
19630508;0.008861;0.008386
19630509;0.004861;0.00483
19630510;0.002595;0.002371
19630513;-0.000079;-0.001013
19630514;-0.003564;-0.003687
19630515;0.002882;0.002787
19630516;-0.002226;-0.002329
19630517;0.000795;0.000696
19630520;-0.004556;-0.004615
19630521;0.00283;0.002594
19630522;0.000155;-0.000162
19630523;-0.000568;-0.000617
19630524;-0.001049;-0.001095
19630527;-0.001282;-0.002292
19630528;0.002283;0.001983
19630529;0.004651;0.004633
19630531;0.006289;0.006263
19630603;-0.001117;-0.001146
19630604;0.000168;0.000028
19630605;-0.002124;-0.002313
19630606;0.000788;0.000716
19630607;-0.002235;-0.002269
19630610;-0.006504;-0.006524
19630611;0.001339;0.001169
19630612;0.005286;0.00523
19630613;-0.002759;-0.002766
19630614;0.000847;0.000836
19630617;-0.004323;-0.004336
19630618;0.001296;0.00109
19630619;0.001181;0.001106
19630620;-0.001057;-0.001062
19630621;0.003339;0.003339
19630624;-0.000769;-0.000797
19630625;-0.002222;-0.002367
19630626;-0.009037;-0.009051
19630627;-0.004847;-0.004847
19630628;0.004123;0.004123
19630701;-0.006953;-0.007062
19630702;0.008608;0.008601
19630703;0.006724;0.006703
19630705;0.004078;0.004009
19630708;-0.006852;-0.006876
19630709;0.004328;0.004302
19630710;-0.001917;-0.001984
19630711;-0.001961;-0.001961
19630712;-0.001711;-0.001722
19630715;-0.006277;-0.006277
19630716;-0.000708;-0.000893
19630717;-0.003144;-0.003146
19630718;-0.005761;-0.005761
19630719;-0.001794;-0.001794
19630722;-0.006751;-0.006751
19630723;0.000124;0.000029
19630724;0.005203;0.0052
19630725;-0.000488;-0.000488
19630726;0.004012;0.003984
19630729;0.002023;0.001927
19630730;0.008796;0.008444
19630731;-0.001144;-0.001363
19630801;-0.000813;-0.000961
19630802;0.003154;0.003154
19630805;0.005986;0.005845
19630806;0.006968;0.006287
19630807;-0.002332;-0.003003
19630808;0.001307;0.001307
19630809;0.006667;0.006642
19630812;0.002164;0.001454
19630813;0.002953;0.002824
19630814;0.003588;0.003542
19630815;0.004587;0.004536
19630816;0.001712;0.001613
19630819;-0.000622;-0.000723
19630820;-0.000756;-0.001032
19630821;-0.001475;-0.001749
19630822;0.003721;0.003675
19630823;0.003625;0.003616
19630826;0.002103;0.002075
19630827;-0.004479;-0.005511
19630828;0.007502;0.007149
19630829;0.00187;0.001856
19630830;0.004937;0.004921
19630903;0.002202;0.0021
19630904;-0.000372;-0.000429
19630905;0.005093;0.004906
19630906;-0.002277;-0.002287
19630909;-0.003209;-0.003217
19630910;0.005856;0.005708
19630911;0.002963;0.002853
19630912;-0.000705;-0.000863
19630913;0.000039;0.000028
19630916;-0.001443;-0.001455
19630917;0.000852;0.000746
19630918;-0.004219;-0.004288
19630919;0.005965;0.00596
19630920;0.001018;0.001018
19630923;-0.004528;-0.004555
19630924;0.004602;0.004549
19630925;-0.005419;-0.005514
19630926;-0.008605;-0.008617
19630927;-0.002051;-0.002051
19630930;-0.006123;-0.006123
19631001;0.007546;0.007462
19631002;0.001177;0.001171
19631003;0.007268;0.007262
19631004;0.000315;0.000286
19631007;-0.002068;-0.002115
19631008;-0.001281;-0.001303
19631009;-0.005801;-0.005812
19631010;0.000762;0.000626
19631011;0.001015;0.001013
19631014;0.000635;0.000632
19631015;0.001527;0.001323
19631016;0.009871;0.009866
19631017;0.002019;0.002019
19631018;0.000883;0.00088
19631021;0.000801;0.000791
19631022;-0.005647;-0.0057
19631023;0.000579;0.000576
19631024;0.003897;0.00389
19631025;0.010069;0.010067
19631028;0.006355;0.006205
19631029;0.000347;0.000054
19631030;-0.008647;-0.009003
19631031;0.002911;0.002847
19631101;-0.002318;-0.002469
19631104;-0.00453;-0.005229
19631106;-0.008005;-0.008809
19631107;0.003491;0.003467
19631108;0.005827;0.003992
19631111;0.002281;0.002281
19631112;-0.003766;-0.004069
19631113;0.000887;0.000793
19631114;-0.004624;-0.004654
19631115;-0.007969;-0.008089
19631118;-0.007062;-0.007184
19631119;0.001099;0.000872
19631120;0.009566;0.009504
19631121;-0.013021;-0.013544
19631122;-0.029088;-0.029114
19631126;0.042711;0.041043
19631127;-0.001809;-0.001857
19631129;0.01351;0.013485
19631202;0.005873;0.005795
19631203;-0.000377;-0.000639
19631204;0.002588;0.002508
19631205;0.006553;0.006417
19631206;-0.003577;-0.003595
19631209;-0.000475;-0.000504
19631210;0.000776;0.000494
19631211;-0.00124;-0.001324
19631212;0.000289;0.000244
19631213;0.001862;0.001861
19631216;0.00341;0.003387
19631217;0.005954;0.005929
19631218;-0.001342;-0.001357
19631219;-0.002994;-0.00302
19631220;-0.001556;-0.001601
19631223;-0.006203;-0.00628
19631224;0.002137;0.002093
19631226;0.004767;0.004737
19631227;0.001693;0.001648
19631230;0.001757;0.001685
19631231;0.005935;0.00593
19640102;0.005475;0.00547
19640103;0.001167;0.001121
19640106;0.002214;0.002201
19640107;0.000183;0.000108
19640108;0.003938;0.003925
19640109;0.003609;0.0036
19640110;-0.000397;-0.00047
19640113;-0.000737;-0.000737
19640114;0.002215;0.002154
19640115;0.00352;0.00343
19640116;-0.001017;-0.001017
19640117;0.000073;0.000023
19640120;-0.00167;-0.001679
19640121;0.003192;0.003076
19640122;0.005066;0.005063
19640123;0.000875;0.000875
19640124;0.000359;0.000353
19640127;-0.000489;-0.000489
19640128;0.000415;0.00022
19640129;-0.006023;-0.006201
19640130;0.000786;0.000781
19640131;0.00467;0.004622
19640203;-0.000587;-0.000725
19640204;-0.000825;-0.001622
19640205;-0.000779;-0.001597
19640206;0.002446;0.002418
19640207;0.003903;0.003329
19640210;-0.00148;-0.001764
19640211;0.003842;0.003762
19640212;0.003103;0.003103
19640213;0.001366;0.001336
19640214;-0.000808;-0.000862
19640217;0.000196;-0.00026
19640218;0.000306;0.000288
19640219;0.001168;0.000957
19640220;0.001084;0.001015
19640224;0.001091;0.001077
19640225;0.000617;-0.000277
19640226;0.00277;0.002476
19640227;-0.003094;-0.003142
19640228;0.002353;0.002322
19640302;0.002347;0.002326
19640303;0.00328;0.003153
19640304;-0.001849;-0.002096
19640305;0.000111;-0.000006
19640306;0.003289;0.003248
19640309;0.000233;0.000218
19640310;0.003619;0.003297
19640311;0.004701;0.004631
19640312;0.001722;0.001688
19640313;0.000843;0.000788
19640316;0.000271;0.000271
19640317;0.002404;0.002321
19640318;0.000947;0.000872
19640319;-0.001138;-0.001147
19640320;-0.004782;-0.004804
19640323;0.000224;0.000215
19640324;-0.001843;-0.001848
19640325;0.002515;0.002464
19640326;0.002887;0.002861
19640330;-0.000709;-0.000709
19640331;-0.001918;-0.001994
19640401;0.003441;0.003422
19640402;0.005858;0.005832
19640403;0.002905;0.002888
19640406;0.000649;0.000639
19640407;-0.003636;-0.003694
19640408;0.000034;0.000034
19640409;-0.000459;-0.000467
19640410;0.002059;0.001992
19640413;-0.001008;-0.001011
19640414;0.002873;0.002815
19640415;0.001451;0.001349
19640416;0.001223;0.001223
19640417;0.004403;0.004401
19640420;-0.00057;-0.000574
19640421;0.000617;0.000512
19640422;-0.000552;-0.000552
19640423;-0.001809;-0.00181
19640424;-0.007844;-0.007844
19640427;-0.005055;-0.005081
19640428;0.007041;0.006891
19640429;-0.003308;-0.003524
19640430;-0.002054;-0.00207
19640501;0.008763;0.008659
19640504;0.004376;0.004282
19640505;0.00549;0.00477
19640506;0.002837;0.002205
19640507;0.001057;0.001042
19640508;-0.001879;-0.001879
19640511;-0.000221;-0.00118
19640512;0.003616;0.003289
19640513;-0.002172;-0.002284
19640514;-0.001289;-0.001322
19640515;0.002094;0.001966
19640518;-0.003608;-0.0037
19640519;-0.005028;-0.005282
19640520;0.004879;0.004565
19640521;0.000289;0.000254
